text,label
"@Sabahlalalala precisely, its all about changing the thought process ...",4
On the scenic railway at the fairground.,4
im down,0
really happy,1
I hate trucks. I hate truckers. Omg. I hate trucks.,4
im delighted,1
About to go shoot guns and be angry and stuff.,3
She was tingling with excitement .,1
really mad,3
Face painting for this school.,1
when guys wear tight skinny jeans &lt;&lt; blblbl,3
School today. Sigh...,0
He 's just happy to get on with it .,1
"random , I been in th crib all day .",1
oh boy...it's almost time to go to work.,1
It is my goal to laugh 400 times today.  #tryit,1
He was very frightened now .,4
so surprised,5
When I got accepted to CAL.,1
Aticle published.,1
Not even a full day and i miss every1,0
LMAO management explode in my pants..turned her on haha,3
"Yes , I hope we meet again .",1
guess who got in a car accident  #badsurprise,5
im furious,3
overjoyed,1
When my father passed away.,0
im hopeless,0
Being in love for the first time.,1
elated,1
He said : ` Community anger is running high .,3
You !,3
"is a choice,but not an easy choice&quot;JONATHAN LOCKWOOD HUIE.",1
Fuck this bs wait. Now I'm pissed off.,3
very worried,4
My heart is full tonight,1
I got a busy week ahead of me,1
Papa had een super leuk paard voor me gemaakt!!,5
"also, i forget what happened at open campus this week",1
"wow, thats amazing, i am happy for you :)",1
Family Christmas pictures today,1
People that update every waking movement #headache #madeacuppa,3
Listening to my gospel radio...bouncing off the walls.,1
Parents evening tomorrow night…,1
im fond of you,2
Forever stomach pains,0
Knackered - so what next? Prep for tomorrow,1
Sendei was n't ashamed to show his fear .,0
im terrified,4
love of my life,2
i hate you,3
the moment when you get another follower and you cheer.,1
"2000 word essay done, start my other tomorrrow",1
flabbergasted,5
@Emily_Renwick remember that one time we worked together?  #bowties,1
Gene having his daily watch of &quot;The Snowman&quot;,1
Home sweet home,5
"She sounded frightened , a little distraught .",4
finally in bed &amp; I found my fave chapstick,1
"Well , they should have called you !",3
Sage Act upgrade on my to do list for tommorow.,1
Wen tears of joy flood my eyes exse,1
AHHHHHHHHHHH I HATE DUMB NIGGAS N STUPID BITCHES AHHHH,3
outraged,3
Holiday is good if you've got plans. I don't #fb,0
Today was a great day!!,5
im furious,3
lonely,0
"@HuffingtonPost what do you know, another bad teacher story!",5
Home sweet home! @kayharks @Nikkifioretti @nic0le_ann @kristenposimato @jphelan4,5
My grandmother died.,0
I am upset,0
@JeCaRo89 I guess that means no date. :(,0
Done at with swim meet. Off to work.,1
joyful,1
I hate narrow minded/arrogant people. Wake the hell up.,3
Precalc pop quiz tomorrow -__-,5
"I love when I forget there's an exam..  ,",5
im frightened,4
I'm frustrated .,0
very afraid,4
unhappy,0
Earned 6.72 pound of a vending machine pro hustler me,1
"Hells home, my mother's house.",1
feeling blue,0
When I left my part-time job.,0
@SaintBles think positive … malay mo  :D,5
I was looking forward to my pasta dinner today ..,0
Hour long ride home.,1
hopeless,0
On Thanksgiving it's my job to entertain the cousins.,1
Found my first gray hair today.,0
I got my childhood Christmas mug from my mom today!,1
omg,5
love mock exams! they fill my day with,1
so lonely,0
Arg have to wait till february for more Walking Dead,0
People can't understand your busy schedule,0
im devoted,2
People party like it's a religion -____-,0
spooked,4
apprehensive,4
irritated,3
I'm afraid you'll have to find a parking meter .,0
nervous,4
Ahh back to work tomorow bright and early,1
Spending my day doing points recovery,1
delighted,1
if you've never seen message in a bottle..good. #crying #needadog,0
dreading,4
Putting up the Christmas tree and listening to Christmas music!,1
loving this,2
Going to a graphics lecture today,1
PASSED MY DRUG TEST ? #lolno #imanangel,5
reject unhappiness n choose *u noe urslf:)*,1
I NEED a good romantic quote for something special,5
he told me his favorite music was COUNTRY music.,3
Riding with sister while she is driving is character building,4
And wherever I sleep the dog decides to join me.,1
Bernice was so angry she could hardly speak .,3
melancholy,0
Thanksgiving lunch ended in an arguement about sports.,5
At work and ready for another day,1
Wondering why @mattbalkowski is in a bad mood,3
im terrified,4
"Right , congratulations .",1
Better get my butt to bed. No sleeping in tomorrow.,0
a creepy ass awesome game!,4
@Michael_Waite where art thou? i miss your face #desire,0
Been eating chocolate for a year this weekend.,3
joyful,1
Erika stamped her foot in vexation .,3
loving it,2
I'm afraid of the darkness .,4
im excited,1
im mad,3
&quot;Anger and intolerance are the twin enemies of correct understanding&quot;,3
"Ah, coupons for free birthday food begin.",1
adore you,2
Sometimes pictures aren't the mirror of reality !,5
@Charlot_84 Nog minder dan 2 weken schat,5
Strictly avoid frightening ideas,4
i love this,2
Death of my father.,0
feeling lonely,0
Gonna be late on my first day of work,1
When my first child was born.,1
i hate this,3
dejected,0
Back on the metro. Another train that just isn't MOVING!,1
love this,2
@tha_abster HOLY ANIMAL CRACKERS! Birthday stress pimples...,1
People what they don't understand,4
furious,3
When my team lost a championship.,0
That's great . What's on tonight ?,1
When I Lose A Game I Blame Whoever's Close,1
amazed,5
totally shocked,5
@TheBodyShopUK Spending good quality time together brings us,1
No one I wanted to win won tonight. #OnlyTheDoucheBagsWon,0
@patrickyocum18 but you can go snowboarding and make snow people.,1
Her tone was sad .,0
heartbroken,0
really mad,3
I had a car accident.,4
"OK , how about 12:30 PM ?",1
My father failed in business .,0
I eat my daily advent calendar  ;),5
That doesn ’ t make any sense .,0
Mommy Daughter White Christmas at the Orpheum:),1
What the fuck is wrong with you people?!!,3
im heartbroken,0
I pretend fight all the time,3
feeling down,0
i love having perfect days on a monday.,5
After each successfully passed exam I am happy.,1
irritated,3
My dog died of a cerebral tumor.,0
very happy,1
My jaw hurts....my shoulder hurts...and i feel like throwing up.,1
devoted,2
Found out my wife (girl-friend?) pregnant.,1
miserable,0
Yay my uncle from New Jersey is coming today!,5
hockey game tonight,1
im nervous,4
feeling nervous,4
Wake forest getting destroyed in basketball,5
I liked it . I thought it was great .,1
1st basketball cheerleading practice this year #lovecheerleading &lt;3,1
dreading,4
Work for the 2nd time today,1
panicked,4
@EricMorra4 has a problem with whipping people with headphones #cranky,3
We grew more and more excited .,1
Decorating the entire house with christmas cheer for my mommy.,5
unhappy,0
Resist Launch out into the deep!,4
Alone in a white van eating a mars bar,0
hate this,3
feeling anxious,4
feeling blue,0
Feeling so blessed by team Israel. #memories,1
I wish harry potter was never ending,0
Louise was overjoyed with the suggestion .,1
time to start this research paper,1
feeling down,0
When I first saw a person begging.,3
Anger is what makes a clear mind seem clouded.,3
panicked,4
Shut the front door! My brother just waltzed in from,5
astonished,5
feeling afraid,4
rest in the bosom of a FOOL!,3
Looking for the toilet in a dark place.,4
logo logo estarei ai so pra te ver @emeeers,5
When I was travelling at night.,4
feeling joyful,1
feeling lonely,0
this is sad,0
He was at the graveside looking mournful and interesting .,0
Feelin a bit sad tonight,5
"I felt frustrated , angry , utterly dejected .",0
Death in the close family.,0
im speechless,5
Edward concealed his dismay .,4
dejected,0
@braindeadorc lol! That place got rid of their ball pit.,0
I love getting graduation money six months late,5
Considering heading into town to brave the Christmas shopping.,4
She gave him a startled glance .,5
mid term review in every single class.,1
There is no joy like hammock based joy.,1
Do people really stay faithful in long distance relationships ?,4
im pissed,3
yay (: boo got off early. sooo excited!,5
gloomy,0
im glad,1
I was extremely indignant .,3
love you,2
shocked,5
Excited about the idea of college lately.,5
Keep doing good. Every good act matters. @pinwheelgirl&,1
Eating out of polystyrene on a Saturday night!,1
feeling worried,4
can't wait to see his face tomorrow :D,5
Lets give it another half an hour more ): ):,0
Nothing breaks my heart more than a sick baby,0
You're lucky !,1
"Just get out of my face , would you ?",3
Got through first semester University.,1
He was astonished at the change in him .,5
loving this,2
Can't sleep n I'm too tired to play dress up.....,0
feeling anxious,4
Where are you from ?,1
Winter weather advisory! #sarcasm,1
Nightmare before Christmas with @mel_hayes07 :) so happy,5
Question: Do you live in a world of or #Love,4
Quarreling with classmates.,3
@Pantin chez les cousins!!!!! Last night... Snif....,0
This bus smell like straight FISH !!,3
Worst emotion 2 act on...,3
depressed,0
getting ready for work then working till 3:30,1
content,1
im outraged,3
horrified,4
Yes.You look very smart today .,1
feeling excited,1
so in love,2
fond of you,2
"The randomest, greatest thing iv heard all day #wheredidthatcomefrom",5
constant growth...no reason to that or say #nonono to that,4
girls that wear no underwear with there clothes me,3
frustrated,3
Dolores felt glum at the sight,0
Plus de place pour Le Lac des cygnes... cc @clairesentences,0
But it was the scene of my first heartbreak .,0
"Wait a minute, ND is on the board?",5
That depressing moment when you lose a follower,0
Supernatural time!!! What do you fear??   #winchesters #SPN,4
Brown boots came with black ribbon laces. I want pink.,5
Don't brother me !,3
im mad,3
zooey deschenel singing have yourself a merry little christmas. #musicalgeek,1
I can ’ t wait to go there myself .,1
Loving this last day if the week feeling ;D,1
Moving. Good bye old house. Hello new house. #happiness,0
Reunion with my wife after a legal separation.,1
Saving my money......for a special date of a special someones,5
She was heartbroken to hear the voice of Camilla .,0
hate this,3
I'm glad .,3
"Just call me angel of the morning, angel",0
Finding out that the person I love understands me.,1
feeling excited,1
That's true . My bad for not calling .,0
My parents came to visit me.,1
really surprised,5
Curse this oven ! Curse it !,3
my friends nan just sent me the most disgusting message,3
flat ironing my hair :-/,1
Ain't been irritated or aggravated today dats a big ass,5
content,1
what,5
Formal dress shopping,1
"home from work, now time to finish up my homework",1
Saying goodbye to a friend.,0
heartbroken,0
Now He Talking Bout His Dinner Last Night lls,1
"Practice, thai food, nao christmas tree shopping?",5
mad about you,2
melancholy,0
Thought had discovered true love.,1
I love hearing people laughhhh,1
im smitten,2
What a thrilling trip !,4
really mad,3
im annoyed,3
I'd love to .,1
was amazing. too bad the finale is next week,0
The U.S.Congressional Super Committee failed.,5
dreading,4
I hate to see the abuse of animals .,3
shocked,5
Is it gonna hurt ?,4
Do you like flowers ?,1
As soon as I fall asleep my phone goes off.....,0
''What is profound might become absolutely meaningless'',4
fond of you,2
dumbfounded,5
hopeless,0
Fantastic Expectations Amazing Revelations,4
Being hooted at when I was learning to drive.,3
dejected,0
feeling afraid,4
Haha turtle head in my pants!,5
What a terrible house !,3
@sandiegozoo GROSS....&amp; a lil scary... It's like they're an army......,4
i am sad,0
Who eats bananas wit pizza?!,3
so angry,3
i hate twitter spam.,3
I'm wearing the biggest smile.  and are THE BEST make-up!,1
Little hesitant to apply deodorant ever again,4
One thing a thief can't steal is your,1
I love Christmas lights! Especially colorful ones :),1
America ? Did you get admit to MIT ?,1
It's unfair .,3
very afraid,4
Bon. On va tenter la cuisine avec l'huile d'arachide ...,4
I am startled to find myself addressing you instead .,5
STUPID DOCUMENTARY ABOUT RELIGION  STUDIES  #FRUSTRATION,3
i adore you,2
"Time for bed, finally (:   :/",1
im amazed,5
That ’ s exactly what they did .,3
I 'm very miserable .,0
She was offended and took it all personally .,3
miserable,0
Wishes my iPhone was also a remote control,1
feeling blue,0
feeling afraid,4
i am scared,4
going home tomorrow and my mom has no idea! &lt;3,5
He was miserable at being left out .,0
Before an important exam.,4
im excited,1
im astonished,5
When my kid brother broke my reading spectacles.,3
Love me love me love me,1
Watching charlie brown with my nephew #not,1
Let's just skip finals and just get to CHRISTmas.,1
im speechless,5
feeling passionate,2
im frightened,4
Thank you . I will .,1
Can't wait to watch Factor again #tomorrowat8,4
I love making lil kids upset it gives me,1
feeling anxious,4
amazed,5
finished early today. in 7 minutes to be exact!,1
Do you have any idea what time it is ?,3
I'm scared .,4
don't ever piss off a young hot mark wahlberg,4
IM GUH IMMA BE BROKE FOR BLACK FRIDAY,0
I constantly worry i can hear intruders at night.,4
i cherish you,2
Lake effect snow,4
smitten,2
im hopeless,0
shocked,5
Mom broke the tv ... :(,0
im down,0
"When others let me down, fail to keep agreements.",3
"I replied , endeavouring to conceal my excitement .",1
i had actual Thanksgiving food today... but no pie,0
"She grinned , delighted at this mind-reading .",1
i feel sad,0
How about Bill's Seafood Restaurant ?,1
feeling afraid,4
im amazed,5
Fuck! Theres an essay on this damn testttttt! Dx,3
astonished,5
I can understand the apparent stupefaction of all parties .,5
im amazed,5
i am sad,0
heard it for the last time today :(,0
Listening to old preppies discussing a bridge club,1
shocked,5
i am afraid,4
Lecturers being unfair to me in reports.,0
"crying just might happen today, with joy or grief",5
Working nights all next week. #batdog,1
i am angry,3
Okay .,1
elated,1
glad,1
"if I'm not accepted in ten days, I'm blowing up.",3
spooked,4
I finished my homework; an important task.,1
I am in love with a man named Jesus! @Christfollowbac,1
im terrified,4
Jane was in a state of high excitement .,1
I am slowly turning into hump   #awful,3
My condolences .,0
getting hit my a non-driver and having my shit totaled,4
I 'm not surprised he 's feeling peeved .,3
mind blown,5
too damn scared to answer.,0
"Great, got a biology ISA this morning",1
"OH MY GOOD GOD. WISDOM TEETH. YOU DIE NOW,& #evenmoreanger&#xA;&#xA;&#xA;&#xA;#brandy",3
Louise was overjoyed with the suggestion .,1
Mon 1111ème tweet pour @Del_Arzo ♥,5
Late night diner trip and @TweetNToTheMAX and @TaylorMade570. Weren't there..,5
Tzann clucked his tongue with mild exasperation .,3
"One Day, completely sad endingg! I cried.",0
my sister-in-law grandmother is dead #teamfollowback,0
Courage is knowing what not to fear. - Plato,4
im sad,0
He sounded quite sad about it .,0
Go bed with shouting wake up with shouting,1
The last time I had sex.,1
Making a revision timetable,1
The birth of my child.,1
"Oh , that's too bad .",0
i am afraid,4
Softball conditioning starts tomorrow. I am going to die,1
"Forget Everything And Remember, For Everything A Reason.",4
@Biliske07 ....wow your girlfriend is pretty.,5
Christmas Music makes December full of  and,1
When I nearly collided with another car.,4
When I was walking on a fairly out-of-the-way street.,4
I've been having a hard time sleeping lately .,0
constant growth...no reason to that or say #nonono to that,4
very afraid,4
outraged,3
"What a mess , Jack !",3
When we got a young dog.,1
So...road trip time!,1
My roommate being unconsiderate.,3
@StevenLazar0ff ew I hate chapel hill mall.,3
feeling worried,4
it's funny how money can change everything.,4
Next on the list.....a million dishes for my mum.,1
Taking the ACT this morning. #idratherbesleeping,1
Awkward ass lunch!,1
Just left the hospital from visiting my dad.,0
Being told that I am a stupid person.,3
Having received an offer to do post-graduate work.,1
Time for  :))) season 3 ep 8 I think,1
heartbroken,0
No decent dancing pictures form Friday,0
One of them lazy do absolutely fuck all days...,1
double period science,1
When I heard the news that my grandfather had died.,0
Giving this a try.. No owl lamp #sleeptweet,4
im sad,0
Of course my computer chooses tonight to go crazy. #lotsofanger,3
Leaving for the beach. 13 hour drive.,1
Do you want to go to the beach tonight ?,1
Walking in the dark by myself.,4
2 minutes til thanksgiving !!!,1
feeling joyful,1
"Talking to a pensioned and bitter \street order\"" policeman.""",0
Sitting in my bathtub with all my pets home alone.,1
My Friday Night Watching Zombie Movies :(,0
omg,5
When a close friend did not write.,3
hate it,3
My father died last year after an 8-week severe illness.,0
thinking about VA Tech... another shooting happened today....,0
Gary 's expression became even more anxious .,4
i love him,2
lonely,0
Lykke Li's concert is today and I'm missing out.,0
Someone frightened me in the dark.,4
i am scared,4
So you want to go to Malibu ?,1
is momentary madness. -Horace,3
People. Gotta learn to keep there mouths shut,3
"He chuckled , delighted at having amazed her .",1
i feel sad,0
The suns gone dim and the sky's turned black #illsongthough,0
feeling afraid,4
Being elected as class leader.,1
blissful,1
I need to sign a Non-Aggression Pact with myself,3
Nervous for Meh'Lindi 's safety ?,4
There is no room for in the kingdom of God.,4
Listen to fm hardstyle radio,4
so scared,4
Headache...  headed back to cs for work at,1
Probably no school again tomorrow! Feel like death!,1
im annoyed,3
After my father died suddenly of a heart attack.,0
thought it had me.. #Fear was thinking wrong !,4
im angry,3
At the studio picking out pictures with my family... #sarcasim,1
I thought ppl wanted to be in twitter jail,1
mad about you,2
Robbie 's exasperation found vent .,3
"Courage is mastery of fear, not absence of",4
Listening to Christmas songs and cooking breakfast!,1
"Long day at work, school tomorrow,",1
i cried,0
cherish you,2
That's good . Do you live near here ?,1
@dhembzie girl ng'message ako sa fb mo .i'view mo huh.,5
"I felt frustrated , angry , utterly dejected .",0
False Evidence Appearing Real...,4
Not winning a medal in the swimming contest.,0
hopeless,0
im annoyed,3
can't sleep and back to school tomorrow,1
I was thinking about death.,4
"This is interesting , Ms.Parker .",1
im down,0
Thats a moment to meet old friends after ages,1
love how pregnant my sister-in-law is #ilovebabies,1
Gunna spend the day doing homework &lt;3,1
When my grandmother died.,0
will make you do things you'll regret!,3
i cried,0
2 days! The excitement is killing meeeeeee,5
Leave me ! Go away !,3
"The trouble today with women, the mouth don't stop",4
devastated,0
Daily argument between my mum and brother,1
ecstatic,1
glad,1
devoted,2
"Just realized my 3,000 tweet was a drunk tweet!!",0
"@sthursby also, this afternoon's cookie was a little stale.",0
Let every heart prepare Him room.,1
Shattered the screen on my beloved phone. #forealz?,0
"Aah echt lief, een blackberry gehad van lieverdje @toboajax. ♥",5
God and you'll have no reason to fear anything/anyone else!,4
"Maybe not , thank you all the same then .",1
taken aback,5
so sad,0
I Feel Super Clean When My Showers EXTRA Hot,1
this is sad,0
Bloom is now a fucking Food Lion.,3
Nice night of reading ahead,1
im annoyed,3
When I gave birth to a healthy boy.,1
My feelings exactly .,1
They arrested me without probable cause .,3
I just shit my pants. Pure 100% gravy.,1
All I want for Christmas are tattoos and music gear,5
"Jim , how was your weekend ?",1
enamored,2
346 more miles till home,1
content,1
"Letting Jesus take control of my emotions i.e., ill feeling.",1
Livin in another day or a Vassar High student,1
shocked,5
Bored out of my fucking mind &gt;.&lt;,0
stunned,5
unbelievable,5
@MWScripts WANT ENGLISH BULLDOG PUPPY.,0
heartbroken,0
off to sunny p-town tomorrow,1
Come home to find a spider in my room,5
Well I embarrassed myself in my dance exam,1
That last sip of Starbucks Breakfast Blend...,0
love of my life,2
Not getting the reference paper.,0
nervous,4
Oh shit I am soooo screwed for this quiz....,5
pretty awake for only 4 hours of sleep.,5
so anxious,4
that Kirk Franklin go hard!,4
"Mungo felt elated , smiling back .",1
frustrated,3
Now to read this other half of my Civics book,1
Just get over here !,4
After a 5 hour siesta... Library,1
Who knew a letter could make you so happy!,5
im joyful,1
Brother is driving me to school today....,1
enamored,2
i love this,2
shocked,5
F-false E-evidence A-appearing R-real,4
panicked,4
i am happy,1
im heartbroken,0
Boooooo not getting my phone fixed until tomorrow.,0
delighted,1
true love,2
Had a nice letter from my close friend.,1
Work today Thursday and Friday.,1
Lazy Sundays...doubly thankful.,1
pissed off,3
crazy about you,2
Giving my dog a bath.,1
so lonely,0
im shocked,5
adore this,2
This boy won't reply to me.,3
Ando out with a Knee Injury till Feb. :/ #mufc,0
so anxious,4
so nervous,4
im unhappy,0
Assignments due Thanksgiving day...seriously  ... no break with online classes,1
Strictly avoid frightening ideas,4
From one thanksgiving dinner to the next more turkey,1
i love him,2
When a close friend drowned in the American River.,0
But she was torn by her daughter 's despair .,0
i want a smoothie. strawberry banana mango mmmmmmmmmmmmmmmmm,1
im pleased,1
"Ur , you really let me down .",3
hate you,3
love this,2
my dad bought angry birds for me and bro @@,5
Two Classes. Orchestra. &amp; A Meeting For Work,1
loving it,2
terrified,4
About to leave bailey flowers on her step,5
panicked,4
feet are killing .. hate standing all day @ work,0
mind blown,5
what,5
"Sorry , I'm very near sighted .",0
Well . I am breaking up with Cathy .,0
you mean everything,2
"choose , choose #Joy, choose #Joy",1
im pleased,1
fond of you,2
"Horrible mood, about to be a horrible day",1
"Eat, shower, work",1
deeply in love,2
my son is still sleep....# thank God...ctfu,5
When I failed at the first entrance exam.,0
Fuck all of y'all we ignore feelings here,4
When I won a trip to Greece in a competition.,1
feeling loved,2
im devastated,0
"Up early, good old run I think",1
Wonderful surprise from Mr. Postman!,1
These days he is quite happy travelling by trolley .,1
"Bath, hot chocolate, did my toenails.",1
speechless,5
so excited,1
feeling passionate,2
im unhappy,0
very afraid,4
this library trip is taking TOO long yo',3
i love you,2
Ouch ! I'm hurt .,3
im crying,0
People with complicated orders in Starbucks line T_T,3
feeling angry,3
When armed robbers broke into our house at night.,4
so mad,3
Long walk to work..,1
"I will edit the Gardener. I will, I swear.",0
Leave me alone !,3
6 hours of field hockey this weekend.,1
im cheerful,1
Just watched a grown man belittle his mother in public,3
That sucked. Can't wait for practice tomorrow now..,1
im devoted,2
Wow. Julie is an hour late for me #unlovedchild,5
terrified,4
im glad,1
Left @ABillharz a present in his new humidifier,5
The Christmas section in target makes me happy. #christmasdecorations,1
bewildered,5
unexpected,5
feeling depressed,0
guess who doesn't have her floral design course.  this girl.,0
When I passed the TOEFEL with very good marks.,1
@teddygraham29 I feel like shit. Haha like sick.,1
Mad at my dad.,3
Being the reason of a friend's smile.,1
lonely,0
feeling affection,2
SO many exciting things are happening today!   #joy,1
"to be honest , I'm a bit fed up .",3
bitter,3
alarmed,4
First year working Black Friday!!,1
depressed,0
Wearing my hair down to school tomorrow (:,5
I am fucking extremely full!!,1
Walking into uni with a heavy heart,0
Don't get agitated .,4
"Youu call it JEALOUSY, I call it of #Losing YOU...",4
Forecast indicate 65% Muslim Brotherhood victory.  #tahrir,4
no way,5
feeling lonely,0
When my girlfriend became pregnant.,1
Love being my parents taxi..,1
"Just as usual , you know .",1
Remember to leave sparkles wherever you go. ❤♥✽∗•*¨*✽ ~Barb,1
unexpected,5
@JenMai_ ohh okok... Ull get it soon mama don't worry..,5
My friends put everyone else's to shame #fam,1
"Happy Mother's Day , Mom !",1
cherish you,2
Yeeey...The @CocaCola Christmas commercials are back on tv!! :),1
lonely,0
Miss it when the football aint on tv.,0
@j_love09 only got chocolate ice cream,5
A girl I love does not love me.,0
im scared,4
I love the christmas season #snow  gaaaaaaah so #happy,1
"@bethkatemiller yess maam, but the games before practice this timee",1
OMG King Kong est dans la place !,4
Insulted by teacher.,3
Just put a tattoo on my butt,5
Bout to freeze my ass off til 7,1
thrilled,1
amazed,5
worried,4
sorrowful,0
His face was livid and bloody .,3
"Yes , next March .",1
startled,5
Mom making excuses so i cant get a new phone?,5
im fond of you,2
unexpected,5
Meet santa at the hospital,1
oh my god,5
not ready to leave home yet,0
When I recently got an appartment in central Gottenburg.,1
unbelievable,5
I ’ m very sorry .,0
I do not like these days of overwhelming dread,4
im in love,2
besotted,2
gonna be at school from 8am till 10pm tomorrow...,1
gloomy,0
"Wow, Redskins are schooling Dallas, talk about a",5
annoyed,3
He felt suddenly happy at being alive .,1
