text,label
Finished this semester's last day of class at Hurley's. PAPERS ARE ALL DONE!!! I can finally sleep in now.,1
feeling horrified,4
"just walked past a group of sellick fans wae a boiz scerf on, they were hit with the #clobber #vivamwell",4
Christmas pictures today...,1
Literally discussing shit in class.,3
"FUCK YOU. Talk to me, not them, they're horrible people. I'm nice, they're just bitches.",3
"Yes , I kept on typing it until midnight , but it is lost .",0
For the last week I've woken up more and more sick each morning.,1
"I know you don't hear me right know , please calm down . Anyway , I don't wanna part . I'll drop by tomorrow .",0
I was given an exam which I thought did not measure at all my ability or my knowledge of the subject.,3
@bmeholder can I stop by today after school? I want to bring you something:),5
yasss! mum just came through with an advent calendar!,1
When I saw my brother being attacked and I could not do anything.,3
really angry,3
I can die a happy woman because I have loved another with all my heart and soul. &amp;&amp; that's enough for me.,0
"@histruthrising Gays will ruin everything, anyone who doesn't agree with me is a communist, Obama is going to ruin us all etc etc.",4
Stock investors were not miffed by the frantic currency markets .,3
Just woke up but can't remember when/how I fell asleep.,1
@TheBodyShopUK treating myself to bits of TBS Tea Tree range brings me :),1
wait surprised,5
i furious you,3
After my father's death.,0
"I was accused of a misdemeanour, unjustly.",3
listening to paradise by @coldplay such amazing memories to this tune last weekends anthem!!  #amazingtimesandmemories,0
I don't feel so good,1
I seriously don't know why the fark I need to be awake at this hour when my class only starts at 2pm!?,1
oh shocked,5
I juss got overwhelmed wit and I don't know y,0
"just put cheese slices on toast, melted under the grill, with beans and scrambled egg!",1
@RyanSchellShock They'll? Jeez I thought I was only being sent one I'm either the luckiest or unluckiest guy ever,4
come to find out...not many ppl know i write music...lol,5
One of the nicest things about not working at the library anymore: no forced holiday parties. No forced meals with coworkers I loathe.,1
im fantastic,1
It's just one of those days where I feel like isolating myself from the entire world.#sadness #frustration,3
"something i like to bring to people, aint it that time of you for you to do the same?",1
"@wt2themax1 I'm sorry my blanket isn't comfortable enough for you, that kid isn't #hehasfeelingstoo so what if he eats his scabs...",3
Im addicted to getting tested.my doc tired of seeing me. And I dont even get sex like I would want it..,4
Thank you .,1
feeling upset,0
worship this,2
My sister found out about my candy as.cortney would say lol ;),5
@sandiegozoo GROSS....&amp; a lil scary... It's like they're an army......,4
"fuck, session tomorrow.",1
i'm going to show up to grad in a bear suit.,5
She voiced her disquiet and Ana laughed .,4
When my basket ball team lost the qualification at a final.,0
im hate,3
Can't believe that we have to go back to school tomorrow.... #ruinseverything,0
"Love Watching people get scared,  , its infectious, just like A.I.D's , or the fear of aids",4
"` You see , I 'm just as ashamed of all this as you are . """,0
I wish I was in london so I could go to trafalgar square @Louis_Tomlinson I wish I could meet you all,0
"Ortho appointment tomorrow, staying after school for ap art &amp; kickboxing ",1
Time for sleep &amp;&amp; then waking up early to study some more.,1
mmmmmm I think mother nature is coming .,1
im elated,1
My assassin' creed 1 broke...,0
My huge paper is due tomorrow not next week,5
so great,1
If anyone in the world texted me right now it would lighten up my mood,0
some people just make your blood boil! UGHHH!,3
The washing machine isn't working again .,3
When Harris teeter doesn't have triple stack Oreos.,3
just feel delighted,1
dreading right now,4
So happy I've got my phone back! Sounds sad but it's like my life,0
"Gah! I love you, Father! You make me so happy! I love how You love me - it's amazing! :D :D :D #love #family #PerfectFather",1
&quot;The only thing we have to fear is fear itself.&quot; -Franklin D. Roosevelt,4
feeling anxious,4
I'm glad that you see it that way .,1
feeling panicked,4
the only tyme wen ppl cum alive n mi nicki minaj voice,4
always cherish you,2
When my father's home was to be broken into by thieves who had guns.,4
I'll tell you all about it another day .,0
Walking along with a dog barking at you and following you.,4
@IAm_JJIV I have almost had a head on collision because of a damn spider! LOL,4
"@Elisabeth_vdArk Ze blaft nooit!!! In ieder geval zelden,maar wel heel alert,ze is gelukkig nog niet doof.",1
Nobody told me that before .,4
truly omg,5
"This time , with deepening anger on the streets over price liberalisation , the hardliners were not to forgo their chance .",3
When I went out with my dog in a forest late at night when we were on a camping.,4
And of course the psycho bitch is in my life ONCE AGAIN!!!,1
Harry released her and once again his expression was downcast .,0
always hopeless,0
How can you not be happy while listening to third days christmas album,1
Successive state elections have seen the governing parties pummelled by a dismayed electorate .,4
I feel so sad with Marie gone .,0
@fbutleracoustic I know utterly terrible the BBC will be hearing from me :) lol,3
I'm stressed out to the point I dont wanna do any more work. At least tomorrow is Friday!,1
Offffff to go black Friday shopping:),1
@Braidstuga nice! the archenemy campaign is pretty sweet too! .. luv @steam_games sales :)  ..,1
At Willy T studying for this stupid Spanish final.,1
"Bath, finish x factor and science til early hours of the morn. -_-",1
Always .,1
"@jay_sumiet sala naseeb karab, katrina toh nai thi par usne hame train nai kiya hume swimsuit mein dekh dekh hass rahi thi",1
I'm very sorry to hear that .,0
im anxious,4
i appreciate you,2
Forced to witness to heated debates between friends over controversial issues. #WhyCantWeBeFriends,1
"@charlottehanlan i agree, angry birds is exactly how it is described",3
Het hoofd van zijn zus gevuld met macaroni op een schaal met slablaadjes en mes en vork.....Even naar de macaroni kijken hoor..,5
"@VanessaDetwiler is not necessarily a bad thing,as long as it does not compromise ability and desire to recognize and embrace #Truth.",4
"Dad , I'm scared .",4
"December 1st, people. The countdown to Santa's reign of terror begins. #homeinvasion",4
broken as always,0
kinda dreading,4
@ebry44 @hilarychamp so glad my parents dont have a copy of that,0
The day some friends of mine and I decided to go to Galicia on holiday.,1
the moments when family doesn't treat you like family,0
Taking my mom out for dinner after she gets home from work ....,5
@TaylorNicole_14  and i are going to make a voodoo doll of tiger lilly ;) hahahahahahah,1
Are you allowing to sabotage Your Empowering #Success ? Give it back! 2 Timothy 2:7 #queeninyou,4
totally crazy,5
I got a very good grade on one of my midterms a few weeks ago.,1
management for 4 years didn't help me at all I think it made it worse!,3
really shocked,5
"LT , ont worry bout shit what y'all know nottinggggg !",1
Even wachten tot de verf droog is en dan weer verder,5
enraged right now,3
Smells like shit asshole and vomit in the staircase I use the most,3
omg i cant believe it,5
"Snel eten maken, dan vanmiddag maar eens maken met de kids voor school. School houdt je zo wel bezig! Wat zullen we eens bedenken?",5
And his story didn't even hold together . I feel such an idiot .,3
This bitch to skinny to be identified as a fuckin' human o_@,3
in the hands of God this morning even when I am tired!!,1
so broken,0
"Eurozone meltdown, recession, Iran crisis, pensions crisis...this is one happy news programme...oh and a bloody drought warning",1
Well family birthday tomorrow.,1
Excited for the boys to arrive home so they can see my little :),5
miserable again,0
Time to cleaaan this belly ring of mineeee ~,1
Going off of a couple hours of sleep,1
On my way to Wilkinson Eyre Architects tonight for part 3 study,1
Faced a major today. My first time on the bike to office. #whew,4
"Hay disappointed, dnah maplay yung episode ng hyy nung nov 18, hay. Wala din ako mahanap nah link. :(",0
"Sure , I'd love to .",1
astonished,5
U can't love others if you have not experienced the love of God in your life!    #HBCDenver,1
"Begining the week-end with my girlfriend : coziness, beer and wine.",1
really tense,4
Fun night :) now time to be productive,1
Some people just don't understand the concept of &quot;biting&quot;,3
Niggas with big dicks...usually dont brag about they big dicks.,5
Brown bag special,5
"Dan , Dan , dude . You have to come over to my house right now !",4
I haven't even told you what it is yet !,3
"Oh for crying out loud, Middlesex ahead now.",3
i feel worried,4
kinda uneasy,4
Someone didn't show up at a meeting in spite of having agreed to come.,3
Zo alle kadootjes voor Sinterklaas zijn gekocht....nu nog inpakken en surprise maken.,5
Ah!! I LOVE man deodorant! I didn't know other girls did too :') RT @Loislikewoahhh: Man deodorant,1
My parents were having a typical family argument.  I came in and saw the scene and became angry.,3
Our Christmas tree is broken :(,0
Lost volleyball game to meadowlark,1
"Look , daddy is on again . Don't you think he is handsome ?",1
Every day in the hall i try not to beat the fuck out of bitches who walk by me,3
"@notMarcStaal I'd offer to do a strip tease, but my wife is currently hormonal and might kill me.",4
@ItsMelanieAmaro OMG no all my family got to it before i had a chance and it was my birthday cant believe i missed out,0
17 days 7 hours 41 mins and 7 sec till Christmas!!,1
urban meyer accepts ohio state job. wonder if he knows yet?,5
the heartstopping moment where you think you've pulled out your headphones in the silent library.,4
I see  superdooper new track cleaner thingy doesn't work then,5
Discussing Osbournes mini budget in Economics. Making Labours case and @edballsmp 5 point plan to a room full of unpolitical students,1
@kellydgroves Neither do I. But eventually you won't be drunk and &quot;John&quot; will go to &quot;Jessica&quot;,0
An enraged person only gets angrier when you say “I completely understand.”,3
Did well in an exam just before my father's birthday: the best present I can give to my father.,1
I don't know was worse my  or my actions after my kicks in,3
My oldest daughter is home for  since she left for college  #Thankful,5
Watching a horror film.,4
They Day I Need My Charger I Don't Bring It,1
The bag of worms katie Pabst told me to put in her drawer escaped and made a new home in it over the weekend...,5
My hair looks hideous .,3
cherish you so much,2
Lazy Sundays...doubly thankful.,1
It's very impressive . Can you use the Internet on your phone ?,1
"@pottermore You brew a potion, you get 1 point. Seems legit.",0
Searched my ENTIRE place for something.. it was right in plain sight the whole time.,1
#gratitude #optimism @torque10 The meaning of life is whatever you ascribe it to be ~ J. Campbell @deanboedeker @DrSampyRoy @MandalaDW,1
What's wrong with heading out with Mark for vacation ?,3
Omg. The snow is so fully and pretty!,1
"Studying exercise for kids, elderly, and pregnant women for the next 10 hours...",1
Press ups are a good anti tool...calm,3
Came home and found out my family got a Christmas tree,5
Sebastian Village is pissing me off I still don't have my mailbox key,0
Twitter allows me to express myself more clearly so here is my twitter version of no #bored #lonely #enraged #belittled #fightme,3
Waking up with a headache u didn't go to sleep with,5
No auto tune but u can feel the pain it all comes rushing out like i hit a vein,4
I can't believe this for it's been 20 years since we got married .,1
"Novillada 10 de diciembre!!  Happy beer hour a las 4:p.m.  Reinas,toreros, tancredos,forcados, quienes seran?",5
"First mark of the year. Dayum, what a bad bad mark.",0
"@SteveRep44 That would be great, which of course means it will never happen.",0
oh incredible,5
"Decided this is gonna be a good day, and started my assignments straight after my morning coffee.",1
Awkward ass lunch!,1
still feeling a lil down..its crazy how you are not here any more and all im left is memories,0
